day,ticker,rk,nbar,open0,g40,g45,g50,g00,pos40,pos50,pos00,traj,g_early,g_late,accel,vwap_dist,mins_since_hi,dd_from_hi,pullbacks,diff45,diff00,widen,dvol_acc,fwd,hit,fade,last_tod,nwbars,_b,_dd
2025-08-04,INV,2,206,4.628,0.0025929127052721,0.1538461538461537,0.1538461538461537,0.2381158167675021,40.0,1.0,2.0,rising,0.1538461538461537,0.0730337078651686,-0.0808124459809851,-0.0439381633429677,4,-0.1434977578475336,0,0.0227600115240562,-0.0565158935945451,-0.0792759051186013,16.449997993907584,-0.162303664921466,0,1,1199,9,T3-hi,10%+
2025-08-04,HIT,3,188,2.045,-0.002444987775061,-0.0073349633251834,0.0122249388753055,0.0880195599022006,46.0,34.0,3.0,rising,-0.0073349633251834,0.0960591133004926,0.1033940766256761,0.0689983424004414,0,0.0,0,-0.1611811171713372,-0.2066121504598466,-0.0454310332885093,11.956209520007098,0.1146067415730336,1,0,1199,18,T1-lo,0-2%
2025-08-04,MCVT,4,115,4.53,0.0264900662251654,0.0717439293598234,0.0728476821192052,0.075055187637969,3.0,3.0,4.0,stable,0.0717439293598234,0.0030895983522141,-0.0686543310076093,0.022578420898925,8,-0.0061224489795919,0,-0.0821022244863303,-0.2195765227240782,-0.1374742982377479,-0.3365389592665607,0.0677618069815195,1,0,1199,18,T2-mid,0-2%
2025-08-04,HNI,5,323,43.94,0.0155894401456531,0.0443786982248521,0.0551888939462905,0.0584888484296768,8.0,5.0,5.0,stable,0.0443786982248521,0.0135105687513619,-0.0308681294734902,0.0151989824975047,6,-0.0068332265641682,0,-0.1094674556213015,-0.2361428619323704,-0.1266754063110688,0.4412870632748467,-0.0242958503547623,0,1,1199,31,T2-mid,0-2%
2025-08-28,QMMM,1,203,4.12,0.1140776699029124,0.1237864077669903,0.1237864077669903,0.1383495145631068,1.0,2.0,1.0,stable,0.1237864077669903,0.0129589632829374,-0.1108274444840529,0.0496626582471571,13,-0.010548523206751,0,0.0237864077669904,0.0035180538889496,-0.0202683538780408,-0.7147777771024296,-0.1023454157782517,0,1,1198,23,T3-hi,0-2%
2025-08-28,THH,2,218,8.9,0.0999999999999998,0.0999999999999998,0.3269662921348315,0.1348314606741572,2.0,1.0,2.0,stable,0.0999999999999998,0.0316649642492339,-0.0683350357507659,-0.0481185733823595,4,-0.1583333333333333,0,-0.0237864077669904,-0.0035180538889496,0.0202683538780408,3.5103325762767,-0.4029702970297029,0,1,1199,6,T3-hi,10%+
2025-08-28,OPAD,3,330,4.47,0.0357941834451902,0.0894854586129754,0.0671140939597314,0.1174496644295302,8.0,4.0,3.0,rising,0.0894854586129754,0.0256673511293634,-0.0638181074836119,0.0302602782728638,7,-0.0300970873786408,3,-0.0343009491540149,-0.0208998501335766,0.0134010990204382,-0.1043231987945766,0.2482482482482482,1,0,1199,31,T3-hi,2-5%
2025-08-28,FTHM,4,231,2.07,0.0338164251207731,0.0724637681159421,0.0990338164251207,0.0821256038647344,10.0,3.0,4.0,rising,0.0724637681159421,0.0090090090090089,-0.0634547591069332,0.0080374704931633,13,-0.0344827586206895,0,-0.0513226396510482,-0.0562239106983724,-0.0049012710473241,2.2451541632669447,0.03125,1,0,1199,21,T2-mid,2-5%
2025-08-28,RIME,5,217,2.215,0.0654627539503385,0.0293453724604966,0.0428893905191873,0.0654627539503385,3.0,12.0,5.0,stable,0.0293453724604966,0.0350877192982457,0.0057423468377491,0.0228435632901127,0,-0.02880658436214,1,-0.0944410353064937,-0.0728867606127683,0.0215542746937253,-0.700410488076459,-0.0593220338983049,0,1,1199,30,T1-lo,2-5%
2025-09-03,KLRS,1,279,5.15,-0.0116504854368932,-0.0116504854368932,0.0019417475728153,0.1475728155339806,50.0,45.0,1.0,rising,-0.0116504854368932,0.1611001964636542,0.1727506819005475,0.1060455310850931,4,0.0,1,-0.0652868490732569,0.0414634907751381,0.1067503398483951,0.8863220292778073,-0.2318104906937395,0,1,1199,25,T1-lo,0-2%
2025-09-03,WKSP,2,223,3.11,-0.0032154340836012,-0.0032154340836012,-0.0032154340836012,0.1061093247588425,45.0,49.0,2.0,rising,-0.0032154340836012,0.1096774193548386,0.1128928534384399,0.0324882342797847,3,0.0,0,-0.0568517977199649,-0.0414634907751381,0.0153883069448268,,0.1075581395348836,1,0,1199,2,T1-lo,0-2%
2025-09-03,NVFY,3,107,2.02,0.0099009900990099,0.0495049504950495,0.0445544554455445,0.0643564356435644,22.0,4.0,3.0,rising,0.0495049504950495,0.0141509433962263,-0.0353540070988231,0.0249194022783976,7,0.0,0,-0.0041314131413141,-0.0832163798904161,-0.079084966749102,0.0410789409990852,0.0767441860465116,1,0,1199,15,T2-mid,0-2%
2025-09-03,CARV,4,204,2.41,-0.0082987551867219,0.0456431535269707,0.0663900414937757,0.0622406639004149,48.0,1.0,4.0,rising,0.0456431535269707,0.0158730158730158,-0.0297701376539549,-0.0035221490292434,7,-0.0518518518518519,0,-0.0079932101093929,-0.0853321516335656,-0.0773389415241727,0.98205254044554,0.10546875,1,0,1199,18,T2-mid,5-10%
2025-09-03,ZYBT,5,123,11.0,0.0536363636363637,0.0536363636363637,0.0536363636363637,0.0554545454545454,2.0,3.0,5.0,stable,0.0536363636363637,0.0017256255392579,-0.0519107380971057,0.0348646698096326,0,-0.0127551020408163,0,0.0009417528579207,-0.0921182700794351,-0.0930600229373559,-0.9684025274400704,-0.1679586563307493,0,1,1199,9,T2-mid,0-2%
2025-09-29,BQ,1,300,5.36,0.1585820895522387,0.3264925373134328,0.580223880597015,0.716417910447761,1.0,1.0,1.0,stable,0.3264925373134328,0.2939521800281293,-0.0325403572853035,0.2468211199126972,3,-0.0515463917525773,4,0.1883630409105552,0.5447007387305893,0.3563376978200341,1.2960170634778807,0.0847826086956522,1,0,1199,23,T3-hi,5-10%
2025-09-29,ZURA,2,329,2.97,0.0572390572390573,0.1262626262626263,0.1144781144781144,0.1717171717171717,3.0,3.0,2.0,stable,0.1262626262626263,0.0403587443946187,-0.0859038818680075,0.0487050534457271,5,-0.0224719101123596,1,-0.2002299110508065,-0.5447007387305893,-0.3444708276797827,0.3855315778572903,-0.132183908045977,0,1,1199,31,T3-hi,2-5%
2025-09-29,LRMR,3,330,3.475,0.1136690647482014,0.1381294964028776,0.1482014388489207,0.1107913669064748,2.0,2.0,3.0,stable,0.1381294964028776,-0.0240202275600506,-0.1621497239629282,0.0026501157818201,15,-0.035,0,-0.1883630409105552,-0.6056265435412862,-0.417263502630731,-0.130221733882985,-0.1308290155440414,0,1,1199,31,T3-hi,2-5%
2025-09-29,KALA,4,265,1.93,,0.0518134715025906,0.0880829015544042,0.1036269430051812,,4.0,4.0,new,0.0518134715025906,0.0492610837438423,-0.0025523877587483,-0.0204221600215226,3,-0.1234567901234569,0,-0.2746790658108422,-0.6127909674425798,-0.3381119016317375,2.3955179915618445,-0.039906103286385,0,1,1199,4,T2-mid,10%+
2025-09-29,QCLS,5,102,3.91,0.0179028132992327,0.0153452685421995,0.0332480818414322,0.0639386189258313,14.0,14.0,5.0,rising,0.0153452685421995,0.0478589420654911,0.0325136735232916,0.014147042373005,2,-0.0035928143712573,0,-0.3111472687712333,-0.6524792915219297,-0.3413320227506964,3.682128330298049,-0.014423076923077,0,1,1196,13,T1-lo,0-2%
2025-10-02,BTTC,2,125,12.4,0.1,0.2870967741935484,0.2870967741935484,0.2870967741935484,1.0,1.0,1.0,stable,0.2870967741935484,0.0,-0.2870967741935484,0.1422690300865829,15,0.0,0,0.1651570378470324,0.138320879654942,-0.0268361581920903,-0.9462230845825444,0.5050125313283207,1,0,1199,3,T3-hi,0-2%
2025-10-02,BQ,3,276,10.62,0.0404896421845575,0.121939736346516,0.1087570621468927,0.1487758945386064,5.0,2.0,2.0,stable,0.121939736346516,0.0239194292908098,-0.0980203070557061,0.0513103589888839,4,-0.0081300813008131,0,-0.1651570378470324,-0.138320879654942,0.0268361581920903,-0.477097436260427,0.2131147540983609,1,0,1199,27,T3-hi,0-2%
2025-10-02,EPSM,4,171,12.78,0.029733959311424,0.0758998435054774,0.0892018779342722,0.1267605633802817,8.0,4.0,3.0,rising,0.0758998435054774,0.0472727272727273,-0.02862711623275,0.0421116867141266,4,-0.027027027027027,0,-0.211196930688071,-0.1603362108132666,0.0508607198748043,0.7586237025290479,0.0520833333333332,1,0,1199,25,T2-mid,2-5%
2025-10-02,WOLF,5,312,22.06,0.0380779691749773,0.0516772438803263,0.0766092475067996,0.0958748866727108,7.0,5.0,4.0,stable,0.0516772438803263,0.0420258620689655,-0.0096513818113608,0.0291623683781896,4,-0.0124591503267973,0,-0.235419530313222,-0.1912218875208375,0.0441976427923844,0.4057105293492518,0.0217166494312306,1,0,1199,31,T2-mid,0-2%
2025-10-02,BKKT,6,329,42.4,0.0415094339622641,0.0379716981132074,0.0266509433962265,0.0799528301886791,3.0,21.0,5.0,stable,0.0379716981132074,0.0404453533287889,0.0024736552155815,0.0328538845526413,1,-0.0043487714720592,0,-0.2491250760803409,-0.2071439440048692,0.0419811320754717,0.1382454083651862,-0.0406202227560602,0,1,1199,31,T1-lo,0-2%
2025-10-30,VCIG,1,320,2.76,0.0,0.0163043478260871,0.0869565217391306,0.108695652173913,38.0,1.0,1.0,rising,0.0163043478260871,0.0909090909090908,0.0746047430830036,0.0101520299307402,4,-0.0584615384615384,1,-0.0358610065046214,0.0294229249011859,0.0652839314058073,1.948160816360708,-0.3382352941176471,0,1,1191,31,T1-lo,5-10%
2025-10-30,CORZ.W,2,157,13.75,-0.0043636363636363,0.0007272727272726,0.0254545454545453,0.0792727272727271,43.0,23.0,2.0,rising,0.0007272727272726,0.0784883720930231,0.0777610993657504,0.0052913543115151,6,-0.0268852459016393,0,-0.0514380816034358,-0.0294229249011859,0.0220151567022499,13.698761310758355,-0.0478436657681939,0,1,1199,25,T1-lo,2-5%
2025-10-30,CORZW,2,157,13.75,-0.0043636363636363,0.0007272727272726,0.0254545454545453,0.0792727272727271,43.0,23.0,2.0,rising,0.0007272727272726,0.0784883720930231,0.0777610993657504,0.0052797418239847,6,-0.0268852459016393,0,-0.0514380816034358,-0.0294229249011859,0.0220151567022499,13.69448223156909,-0.0478436657681939,0,1,1199,25,T1-lo,2-5%
2025-10-30,QNCCF,4,248,3.27,0.0122324159021407,0.0275229357798165,0.0519877675840978,0.0764525993883791,18.0,6.0,4.0,rising,0.0275229357798165,0.0476190476190476,0.0200961118392311,0.0359142057053096,3,-0.0056497175141243,0,-0.0246424185508919,-0.0322430527855339,-0.0076006342346419,0.4853523087465747,-0.0397727272727272,0,1,1199,26,T1-lo,0-2%
2025-10-30,FLWS,5,252,3.45,0.0260869565217389,0.0246376811594202,0.0434782608695651,0.0724637681159421,8.0,11.0,5.0,stable,0.0246376811594202,0.0466760961810466,0.0220384150216264,0.0284008467461107,3,-0.0040376850605652,0,-0.0275276731712883,-0.0362318840579709,-0.0087042108866826,0.7414895871541363,-0.0243243243243244,0,1,1199,29,T1-lo,0-2%
2025-11-04,SRPU,1,233,7.71,0.3968871595330738,0.4980544747081712,0.4785992217898833,0.3942931258106354,1.0,1.0,1.0,stable,0.4980544747081712,-0.0692640692640693,-0.5673185439722406,0.0357499027928669,21,-0.095878889823381,1,0.3290222166436549,0.1484948064829043,-0.1805274101607505,-0.5939764000483614,-0.0809302325581394,0,1,1259,30,T3-hi,5-10%
2025-11-04,STIM,2,336,2.38,0.1848739495798319,0.1596638655462183,0.1638655462184874,0.2457983193277311,2.0,2.0,2.0,stable,0.1596638655462183,0.0742753623188405,-0.0853885032273777,0.0736560222666862,9,-0.0116666666666667,3,-0.3383906091619528,-0.1484948064829043,0.1898958026790485,-0.4043650908597005,-0.0320404721753793,0,1,1259,31,T3-hi,0-2%
2025-11-04,HTZW.W,3,167,3.01,0.0730897009966777,0.0963455149501661,0.1262458471760799,0.186046511627907,12.0,12.0,3.0,rising,0.0963455149501661,0.0818181818181817,-0.0145273331319843,0.080726188186311,0,-0.0055710306406685,0,-0.401708959758005,-0.2082466141827283,0.1934623455752766,0.0137357296684808,0.0448179271708684,1,0,1259,24,T3-hi,0-2%
2025-11-04,HTZWW,3,167,3.01,0.0730897009966777,0.0963455149501661,0.1262458471760799,0.186046511627907,12.0,12.0,3.0,rising,0.0963455149501661,0.0818181818181817,-0.0145273331319843,0.080726188186311,0,-0.0055710306406685,0,-0.401708959758005,-0.2082466141827283,0.1934623455752766,0.0137357296684808,0.0448179271708684,1,0,1259,24,T3-hi,0-2%
2025-11-04,ZCSH,5,251,35.26,-0.0028360748723766,0.0655133295519001,0.1066505955757233,0.1698808848553603,46.0,20.0,5.0,rising,0.0655133295519001,0.0979504924141603,0.0324371628622601,0.1098271169635953,0,-0.0171551107934238,0,-0.432541145156271,-0.2244122409552751,0.2081289042009959,-0.1515355687094112,-0.0683636363636364,0,1,1259,31,T2-mid,0-2%
2025-11-26,BQ,1,326,1.98,0.3080808080808079,0.3080808080808079,0.1919191919191918,0.196969696969697,1.0,1.0,1.0,stable,0.3080808080808079,-0.0849420849420848,-0.3930228930228928,-0.055471441242858,13,-0.2099999999999999,0,0.1380127808699236,0.011539233393538,-0.1264735474763856,14.856929420017927,-0.0210970464135021,0,1,1259,21,T3-hi,10%+
2025-11-26,CMCT,2,180,3.02,0.009933774834437,0.009933774834437,0.0430463576158939,0.185430463576159,44.0,35.0,2.0,rising,0.009933774834437,0.1737704918032787,0.1638367169688417,0.0904308590566609,0,0.0,0,-0.2981470332463709,-0.011539233393538,0.2866077998528329,8.078464302041466,-0.0810055865921788,0,1,1259,17,T1-lo,0-2%
2025-11-26,SMX,3,353,5.94,0.0572390572390573,0.0875420875420873,0.0942760942760942,0.1818181818181816,12.0,6.0,3.0,rising,0.0875420875420873,0.0866873065015478,-0.0008547810405394,0.0586002102078087,0,-0.0357142857142858,0,-0.2205387205387206,-0.0151515151515153,0.2053872053872052,0.9022300362759788,1.4202279202279202,1,0,1254,18,T3-hi,2-5%
2025-11-26,KDDIY,4,119,14.7,0.1700680272108843,0.1700680272108843,0.1721088435374149,0.1734693877551021,3.0,2.0,4.0,stable,0.1700680272108843,0.002906976744186,-0.1671610504666982,0.0536829279422048,28,-0.0134400915070059,0,-0.1380127808699236,-0.0235003092145948,0.1145124716553287,-0.106496398466073,0.0028985507246377,0,0,1259,7,T3-hi,0-2%
2025-11-26,QNCX,5,302,2.77,0.0216606498194946,0.075812274368231,0.0902527075812273,0.1660649819494584,34.0,8.0,5.0,rising,0.075812274368231,0.0838926174496643,0.0080803430814333,0.06974390596468,0,0.0,0,-0.2322685337125769,-0.0309047150202386,0.2013638186923383,3.1002809215105227,0.0712074303405572,1,0,1259,26,T2-mid,0-2%
2025-12-02,BQ,1,375,2.16,0.0648148148148146,0.1851851851851851,0.1342592592592593,0.3148148148148146,13.0,4.0,1.0,rising,0.1851851851851851,0.109375,-0.0758101851851851,0.0875273693941824,16,-0.0340136054421769,1,-0.0041049767077165,0.1386422612537261,0.1427472379614427,0.958424823850089,-0.0457746478873238,0,1,1259,29,T3-hi,2-5%
2025-12-02,SMX,2,357,34.54,0.1256514186450492,0.1812391430225823,0.1965836711059641,0.1761725535610885,3.0,1.0,2.0,stable,0.1812391430225823,-0.0042892156862744,-0.1855283587088568,0.0278911062122317,13,-0.0423149457802923,1,-0.0080510188703193,-0.1386422612537261,-0.1305912423834068,-0.0964377401077795,0.2553846153846153,1,0,1259,29,T3-hi,2-5%
2025-12-02,KZIA,3,129,8.03,0.153175591531756,0.1892901618929017,0.1681195516811957,0.1731008717310087,1.0,2.0,3.0,stable,0.1892901618929017,-0.0136125654450262,-0.2029027273379279,0.0582706114728199,16,-0.0889748549323017,0,0.0041049767077165,-0.1417139430838059,-0.1458189197915225,-0.7337419108109011,0.085456475583864,1,0,1259,22,T3-hi,5-10%
2025-12-02,CRDU,4,315,28.6,0.1475524475524474,0.1503496503496502,0.1272727272727272,0.1610139860139858,2.0,5.0,4.0,stable,0.1503496503496502,0.0092705167173252,-0.1410791336323249,0.0582923278684746,17,-0.0025533193151097,0,-0.0389405115432515,-0.1538008288008288,-0.1148603172575772,-0.5049398209166184,-0.1940972745068513,0,1,1259,31,T3-hi,0-2%
2025-12-02,RGC,5,118,11.74,0.0204429301533219,0.055366269165247,0.1243611584327086,0.160136286201022,44.0,6.0,5.0,rising,0.055366269165247,0.0992736077481839,0.0439073385829369,0.0174632448226805,5,-0.0394922425952045,0,-0.1339238927276547,-0.1546785286137926,-0.0207546358861379,4.626015045836423,-0.0870044052863435,0,1,1259,18,T2-mid,2-5%
2025-12-30,AEHL,1,273,1.805,0.2243767313019391,0.1994459833795014,0.1412742382271468,0.3019390581717451,1.0,1.0,1.0,stable,0.1994459833795014,0.0854503464203233,-0.1139956369591781,0.0812962235680927,21,-0.0208333333333332,1,0.0618798458133638,0.0003517565844435,-0.0615280892289202,-0.1040641745972912,-0.0744680851063831,0,1,1259,24,T3-hi,2-5%
2025-12-30,ASTI,2,259,3.78,0.1243386243386244,0.1375661375661376,0.1322751322751323,0.3015873015873016,2.0,2.0,2.0,stable,0.1375661375661376,0.144186046511628,0.0066199089454903,0.0830759428725234,1,-0.0276679841897232,0,-0.0618798458133638,-0.0003517565844435,0.0615280892289202,1.4341121494027629,-0.0772357723577236,0,1,1259,31,T3-hi,2-5%
2025-12-30,ASTX,3,343,41.15,0.0546780072904009,0.0376670716889429,0.0969623329283111,0.1258809234507898,8.0,5.0,3.0,rising,0.0376670716889429,0.0850117096018734,0.0473446379129305,0.0367845066681105,3,-0.0205073995771669,1,-0.1617789116905585,-0.1760581347209553,-0.0142792230303967,0.171772289468681,-0.0662637599827326,0,1,1259,31,T1-lo,2-5%
2025-12-30,RARE,4,389,19.85,0.0680100755667505,0.1083123425692693,0.1045340050377834,0.1219143576826196,7.0,3.0,4.0,stable,0.1083123425692693,0.0122727272727272,-0.0960396152965421,0.0401163084486762,7,-0.0093416370106761,0,-0.0911336408102321,-0.1800247004891255,-0.0888910596788934,-0.2337233702027504,0.0229007633587787,1,0,1259,31,T3-hi,0-2%
2025-12-30,AFJK,5,200,45.04,0.050177619893428,0.1127886323268205,0.0990230905861457,0.1183392539964476,12.0,4.0,5.0,rising,0.1127886323268205,0.0049880287310455,-0.107800603595775,0.0056374695429972,4,-0.0283564814814816,1,-0.0866573510526809,-0.1835998041752975,-0.0969424531226166,-0.4114865827311212,0.6543577526305342,1,0,1259,15,T3-hi,2-5%
2026-03-03,MGN,1,179,2.29,0.0611353711790394,0.150655021834061,0.1921397379912663,0.2496943231441049,13.0,2.0,1.0,rising,0.150655021834061,0.0860721062618596,-0.0645829155722013,0.1421505810804546,0,-0.0131724137931034,1,-0.125304978165939,0.0056943231441048,0.1309993013100439,-0.5274211567526427,0.0395555244950729,1,0,1259,19,T3-hi,0-2%
2026-03-03,EDSA,2,390,2.5,0.1619999999999999,0.27596,0.2523999999999999,0.244,2.0,1.0,2.0,stable,0.27596,-0.0250478071412897,-0.3010078071412897,0.0151475582739188,13,-0.0716417910447761,2,0.0751403278688522,-0.0056943231441048,-0.0808346510129571,0.3744051649344915,0.392282958199357,1,0,1259,31,T3-hi,5-10%
2026-03-03,BRAI,3,185,15.5,0.0019354838709677,0.0019354838709677,0.1080645161290323,0.1630967741935483,46.0,5.0,3.0,rising,0.0019354838709677,0.1608499678042498,0.1589144839332821,0.0782045575434293,5,-0.0385066666666666,1,-0.2740245161290322,-0.0865975489505566,0.1874269671784756,0.1076448067850857,0.5764366540936323,1,0,1259,8,T1-lo,2-5%
2026-03-03,RCAX,4,239,20.1,0.1850746268656715,0.1203980099502486,0.1691542288557213,0.1298507462686566,1.0,3.0,4.0,stable,0.1203980099502486,0.0084369449378332,-0.1119610650124154,0.0169415666488002,20,-0.0465994962216624,1,-0.1555619900497513,-0.1198435768754482,0.0357184131743031,-0.4281822999936668,-0.1068251871422282,0,1,1259,31,T3-hi,2-5%
2026-03-03,TMDE,5,386,3.45,0.0927536231884058,0.049246376811594,0.0637681159420289,0.1217391304347825,5.0,14.0,5.0,stable,0.049246376811594,0.0690903063620542,0.0198439295504602,0.0672787058812642,19,-0.0152671755725191,2,-0.2267136231884059,-0.1279551927093223,0.0987584304790836,-0.2347555300945006,0.0387596899224804,1,0,1259,27,T2-mid,0-2%
2026-03-09,GSIW,1,190,10.6,0.0632075471698112,0.0632075471698112,0.3212264150943398,0.219811320754717,2.0,1.0,1.0,stable,0.0632075471698112,0.1472937000887311,0.0840861529189198,-0.0637459784670873,5,-0.1652679147837314,0,-0.0280144838112559,0.1134391266924432,0.1414536105036992,7.950114348612139,1.583139984532096,1,0,1199,8,T2-mid,10%+
2026-03-09,ENGN,2,273,6.905,0.0441708906589428,0.0760318609703112,0.0861694424330195,0.1063721940622737,4.0,6.0,2.0,stable,0.0760318609703112,0.0281965006729474,-0.0478353602973637,0.0340261615675259,4,-0.0065669700910273,0,-0.0151901700107559,-0.1134391266924432,-0.0982489566816873,0.2094852648969345,-0.0810916944826232,0,1,1199,29,T2-mid,0-2%
2026-03-09,RGC,3,122,21.6,0.0231481481481481,0.0203703703703703,0.023611111111111,0.1023148148148147,13.0,37.0,3.0,rising,0.0203703703703703,0.0803085299455534,0.0599381595751831,0.0586968354270165,1,-0.0079166666666666,0,-0.0708516606106968,-0.1174965059399022,-0.0466448453292054,-0.0605803630972535,0.0692986140277196,1,0,1199,17,T1-lo,0-2%
2026-03-09,DTCX,4,194,2.3101,0.0432448811739754,0.0389160642396433,0.0713821912471321,0.1001255356910957,6.0,7.0,4.0,stable,0.0389160642396433,0.0589166666666667,0.0200006024270233,0.0277790258671402,6,-0.0072268447986248,0,-0.0523059667414238,-0.1196857850636212,-0.0673798183221974,1.2072863433883954,0.0624065475722044,1,0,1199,16,T2-mid,0-2%
2026-03-09,EDSA,5,320,6.55,0.0687022900763358,0.0626412213740459,0.091618320610687,0.0946564885496183,1.0,5.0,5.0,stable,0.0626412213740459,0.0301280117236326,-0.0325132096504132,0.013003174707119,7,-0.031081081081081,0,-0.0285808096070212,-0.1251548322050986,-0.0965740225980773,0.4188687128428834,-0.0111576011157601,0,1,1199,31,T2-mid,2-5%
2026-03-13,BMNZ,1,319,17.04,0.017018779342723,0.0463615023474177,0.0622065727699532,0.1085446009389672,12.0,2.0,1.0,rising,0.0463615023474177,0.0594279304542906,0.0130664281068728,0.0532987639745321,0,-0.0005502645502644,0,-0.0489656004563205,0.0359724553931704,0.0849380558494909,0.7020398641748935,0.1413687955276976,1,0,1199,31,T2-mid,0-2%
2026-03-13,ACXP,2,312,3.985,0.0112923462986198,0.0263488080301128,0.0564366373902134,0.0725721455457968,18.0,3.0,2.0,rising,0.0263488080301128,0.0450366748166259,0.0186878667865131,0.0348559409594184,8,-0.0121339589063257,0,-0.0689782947736254,-0.0359724553931704,0.033005839380455,0.2824087578694545,-0.0863787375415283,0,1,1199,31,T1-lo,0-2%
2026-03-13,SMST,3,205,49.75,0.0085929648241207,0.0274371859296482,0.0452261306532664,0.0654271356783919,23.0,4.0,3.0,rising,0.0274371859296482,0.0369754475202974,0.0095382615906491,0.0348925108901847,0,0.0,0,-0.06788991687409,-0.0431174652605752,0.0247724516135148,0.1251858307634561,0.045184416564475,1,0,1199,29,T1-lo,0-2%
2026-03-13,AIFF,4,330,2.275,0.0549450549450549,0.0659340659340659,0.0374065934065934,0.0593406593406593,2.0,7.0,4.0,stable,0.0659340659340659,-0.0061855670103091,-0.072119632944375,0.0119479734109531,21,-0.0321285140562249,0,-0.0293930368696724,-0.0492039415983078,-0.0198109047286354,-0.3823079674999285,0.1369294605809128,1,0,1199,31,T2-mid,2-5%
2026-03-13,RGTZ,5,297,20.4483,0.021116669845415,0.0304035054258788,0.0269802379659922,0.0560242171720877,6.0,12.0,5.0,stable,0.0304035054258788,0.0248647365923113,-0.0055387688335675,0.0214093334479348,2,-0.0099082989454377,0,-0.0649235973778594,-0.0525203837668795,0.0124032136109799,0.2475428041463292,0.0442763928702085,1,0,1199,31,T1-lo,0-2%
2026-03-18,SWMR,1,318,43.4499,0.017033410893926,0.0291162925576353,0.1302672733424013,0.2151926701787576,14.0,1.0,1.0,rising,0.0291162925576353,0.1808118081180809,0.1516955155604455,0.0932971244729421,6,-0.04,2,-0.0520425859470377,0.1306856279252364,0.1827282138722741,0.9760457553740536,0.0410984848484847,1,0,1199,27,T1-lo,2-5%
2026-03-18,KZIA,2,149,7.1,0.0056338028169014,0.0514084507042253,0.0514084507042253,0.0845070422535212,38.0,4.0,2.0,rising,0.0514084507042253,0.0314802411252512,-0.0199282095789741,0.0695765525212572,9,0.0,1,-0.0297504278004476,-0.1306856279252364,-0.1009352001247887,-0.9287289125513012,-0.0025974025974027,0,1,1199,5,T2-mid,0-2%
2026-03-18,AMTX,3,293,2.6521,0.0030164775083896,0.0118019682515742,0.0444553372798914,0.0821613061347612,41.0,5.0,3.0,rising,0.0118019682515742,0.0695386450026087,0.0577366767510345,0.0278109387594023,1,-0.0103448275862068,0,-0.0693569102530988,-0.1330313640439964,-0.0636744537908975,3.72657912565691,-0.0452961672473867,0,1,1199,31,T1-lo,0-2%
2026-03-18,AIRS,4,302,2.675,0.1065046728971963,0.081158878504673,0.0747663551401869,0.0584299065420561,1.0,3.0,4.0,stable,0.081158878504673,-0.0210227862107119,-0.102181664715385,-0.0159023478880933,23,-0.0498993288590603,0,0.0297504278004476,-0.1567627636367015,-0.1865131914371491,-0.8489511001873012,-0.0110549924063152,0,1,1199,31,T2-mid,2-5%
2026-03-18,RCAX,5,191,25.0,0.0156,0.0398319999999998,0.0429999999999999,0.058,15.0,6.0,5.0,rising,0.0398319999999998,0.0174720531778209,-0.0223599468221789,0.0281128490948996,0,0.0,0,-0.0413268785046732,-0.1571926701787576,-0.1158657916740844,0.0888750646544664,-0.007977315689981,0,1,1199,19,T2-mid,0-2%
2026-03-24,SWMR,1,329,30.21,0.0592519033432636,0.0840781198278715,0.1386957960940085,0.1386957960940085,2.0,1.0,1.0,stable,0.0840781198278715,0.050381679389313,-0.0336964404385584,0.032904032650145,6,-0.0140441387216968,0,0.0234720592218109,0.0207470781452905,-0.0027249810765204,0.8899556771576074,0.0322674418604651,1,0,1199,31,T2-mid,0-2%
2026-03-24,RBNE,2,242,1.95,,,,0.1179487179487179,,,2.0,new,,,,0.0495228448866351,2,-0.009045865721169,0,,-0.0207470781452905,,,-0.0321100917431194,0,1,1199,6,,0-2%
2026-03-24,MRLN,3,310,10.6399,0.0150471339016344,0.0225660015601649,0.0423030291638077,0.1048036165753436,9.0,5.0,3.0,rising,0.0225660015601649,0.0804227941176469,0.0578567925574819,0.0465219692921257,6,-0.0096799467560804,0,-0.0615121182677065,-0.0338921795186648,0.0276199387490416,0.9298191334476582,0.0506167588260313,1,0,1199,31,T1-lo,0-2%
2026-03-24,IONR,4,309,3.4937,0.0676360305693104,0.0504622606405815,0.0204081632653061,0.0845235709992271,1.0,12.0,4.0,stable,0.0504622606405815,0.0324250681198909,-0.0180371925206905,0.0412571990653884,21,-0.000263852242744,1,-0.0336158591872899,-0.0541722250947813,-0.0205563659074914,-0.4538164783708817,-0.041963578780681,0,1,1199,30,T2-mid,0-2%
2026-03-24,ELAB,5,320,4.0,-0.0024999999999999,-0.0074999999999999,-0.0052499999999999,0.08125,38.0,45.0,5.0,rising,-0.0074999999999999,0.0894206549118388,0.0969206549118387,0.0509080341715106,0,-0.0080275229357797,0,-0.0915781198278714,-0.0574457960940084,0.0341323237338629,2.410989264548739,-0.3502890173410404,0,1,1199,31,T1-lo,0-2%
